product_id,product_name,product_category,summary,keywords,sentiment,img_link,product_link
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),SurgeProtectors,Product is excellent. But Belkin should check with their sellers as the packaging are worst and also wear and tear Belkin surge socket for aroun 10 years for my desk top system and my tv. Working well.,"['belkin surge', 'surge protection', 'surge protector', 'surge socket', 'surge power']",4,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21m+6LxEnOL._SY300_SX300_.jpg,https://www.amazon.in/Belkin-Essential-F9E400zb1-5MGRY-4-Socket-Protector/dp/B0083T231O/ref=sr_1_430?qid=1672903016&s=computers&sr=1-430
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",Routers,"Not sure what is going on, but PPPoE broadband connection is failing. Issue was MAC authentication, This one as an access point from my iBall router wifi is decent gets around 30-40 Mbps on my","['pppoe broadband', '100mbps connection', 'wifi decent', 'mbps 100mbps', 'fine wifi']",3,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31c6zDmtEnL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/D-Link-DIR-615-Wireless-N300-Router-Black/dp/B0085IATT6/ref=sr_1_320?qid=1672903011&s=computers&sr=1-320
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),HandBlenders,"The container itself seems of great quality, has measurements on the side, and also comes with a lid so that The blender can even stand on its own if you have to leave it and attend to something else. It's Great durability and original products Very nice product for small or moderate usage. Very useful product in day to day work","['container blend', 'blending smell', 'blend', 'blender amazing', 'blending']",5,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31l0oxTSJuL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Orpat-HHB-100E-250-Watt-Blender-White/dp/B0085W2MUQ/ref=sr_1_358?qid=1672923610&s=kitchen&sr=1-358
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",WirelessUSBAdapters,"The wifi dongle is a simple plug & play device, will start catching available networks right after you plug Easy to use & Portable. Can be connected to Mobile Hotspot and used in PC. Less installation process. Issues occur while installing via CD, which is available along with the product. Support Center is worse, calls  wifi connectivity is a great good result for me. However, some jitter problems did exist. This is perfect The best part about this is that it is very compact in size and very sober and elegant in design. This Software: This is actually good but not great part with the product. It easily supports net speeds upto 300 Connectivity:Please mark its not feet its metres. Multiply metres x 3 to get the distance in Warranty: Its 3 years so I am assured that atleast for 3 years I am tension-","['usb tethering', 'best adapter', 'wifi dongle', 'alternative usb', 'pc internet']",4,https://m.media-amazon.com/images/I/41jxZkzNcnL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-TL-WN823N-300Mbps-Wireless-N-Adapter/dp/B0088TKTY2/ref=sr_1_61?qid=1672909126&s=electronics&sr=1-61
B008FWZGSG,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",USBCables,The cable is perfect for 3A charging devices. Support super fast charging and can be used in vehicle chargers The cable is perfect for 3A charging devices. Support super fast charging and can be used in vehicle chargers,"['3a charging', 'best cable', 'cable perfect', 'charging phone', 'cable cable']",5,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/11ICusapw3L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Samsung-Original-Type-Cable-Meter/dp/B008FWZGSG/ref=sr_1_37?qid=1672909125&s=electronics&sr=1-37
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",WirelessUSBAdapters,"The wifi dongle is a simple plug & play device, will start catching available networks right after you plug Easy to use & Portable. Can be connected to Mobile Hotspot and used in PC. Less installation process. Issues occur while installing via CD, which is available along with the product. Support Center is worse, calls  wifi connectivity is a great good result for me. However, some jitter problems did exist. This is perfect The best part about this is that it is very compact in size and very sober and elegant in design. This Software: This is actually good but not great part with the product. It easily supports net speeds upto 300 Connectivity:Please mark its not feet its metres. Multiply metres x 3 to get the distance in Warranty: Its 3 years so I am assured that atleast for 3 years I am tension-","['usb tethering', 'best adapter', 'wifi dongle', 'alternative usb', 'pc internet']",4,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31e6ElWRymL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-TL-WN725N-150Mbps-Wireless-Adapter/dp/B008IFXQFU/ref=sr_1_10?qid=1672909124&s=electronics&sr=1-10
B008LN8KDM,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,SteamIrons," Philips a trust worthy product. Very easy to use and light weight iron Great product. Has many features. But Using it for a month. So far it is working well. Heats up quickly, like the quality of","['iron great', 'steam functions', 'product steam', 'good philips', 'steam spray']",5,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41sKyiPWzAL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Philips-GC1920-28-1440-Watt-Non-Stick/dp/B008LN8KDM/ref=sr_1_220?qid=1672923603&s=kitchen&sr=1-220
B008P7IF02,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),EspressoMachines,"This machine can easily brew coffee for a family of 4-6 members at a time. Some people asked whether Never use dishwash gel or soaps to wash carafe, puck or anything such. Don't run it 3. Before changing over to drip mode, open the steam valve and check if sufficient pressure is built. 4 Mix the milk and decoction in a tumbler which is slightly larger than the level of milk. For the price it's good and build quality is Moderate. Don't use Aeropress, V60 or Always rinse the drip tray. Use 10% dish washing liquid with 90% water to clean the carafe. Make sure that you clean the internals of the carafe. Run water over it forcefully to loosen the grounds Always let the steam out. When you froth milk, immediately wipe off the residual milk with a lint The STEAM KNOB is the WORST part of this MACHINE. NE BROKE. The For the best results, you must grind the coffee on your own. If you can't make sure the coffee Always tamp your ground in the filter. You must apply about 30 pounds of force. This is about 13 kg Coffee machine produced about 4 mm crema for a double shot. This is good for a steam driven An espresso must have three layers. A bitter crema, a sweet middle and a nutty acidic bottom. Frothing tool is very good... though i prefer black coffee, frothing helps getting a perfect creamy coffee Very happy with the machine, works fine and easy to operate. Unfortunately it wasn't packed very well buy the Coffee maker delivered without Warranty Card & Instruction manual.","['brew coffee', 'making coffee', 'coffee brewing', 'using coffee', 'ruin coffee']",4,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31M+TYWPdQL._SY300_SX300_.jpg,https://www.amazon.in/Morphy-Richards-Europa-Espresso-Cappuccino/dp/B008P7IF02/ref=sr_1_276?qid=1672923606&s=kitchen&sr=1-276
B008QS9J6Y,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",Webcams,"Best buy for students and working professionals, but don't consider it for buying if you are into content creation and Inbuilt mic quality is nice and noise cancellation working fine. The cam's design is streamlined and sophisticated, and A Lenovo 300 FHD webcam with a ""wide-angle"" vision and stronger mics makes more sense if The camera offers a regular mode and a wide angle option. The Universal Clip prevents the robust cam from toppling The webcam's microphone. Does the job. on the webcam.","['camera offers', 'phone webcam', 'webcam', 'webcam pros', 'droidcam']",4,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/316Q0fvU+2L._SY300_SX300_.jpg,https://www.amazon.in/Logitech-C270-HD-Webcam-Black/dp/B008QS9J6Y/ref=sr_1_230?qid=1672903006&s=computers&sr=1-230
B008QTK47Q,Philips GC1905 1440-Watt Steam Iron with Spray (Blue),SteamIrons,"The power cord has developed twists beyond repair and the seperate cores are now visible. The iron however is performing Recently, my previous Bajaj make dry iron, which I received as a gift from somewhere, started giving Hence, my search for a reputed brand make , best value for money device began. Being from Electrical As the steam loosens the individual fibres of the clothes, the steam iron's pressing action smooths out Our product comes with a two year global warranty which is quite decent in my opinion. A brand which has been The steam burst feature comes in handy. Users can push a button to receive a burst of steam when needed. The Philips GC1905 comes with a variable setting for steam output with a continuous delivery of up to 17 grams It can provide steam burst too for stubborn wrinkles. Vertical steam feature is not available though. Going for more power demands must be backed up with careful examination as to whether you  need that much heating if More power  doesn't always mean  quick heating as heating of the sole plate depends upon a number of factors The cord length is around 1.8 meters which is good enough for any practical lengths. The cord is bra Cable only comes with 180 degrees of swivel movement, which is quite disappointing. The thermostat The thermostat is the heart and soul of modern day irons and must be highly durable and reliable. Teflon coated plates are easy to get scratched and gather dirt over a period of time. American Heritage is When  ironing on synthetics and fabrics blended with spandex, a ceramic iron will suit your needs The soleplate in our device is decent gliding but not the best gliding, Its heavy but doesn't 6.) FEATURES LIKE ANTI DRIP  ANTI-CALC, GRIP:xxxxxxxxxxxxxxxx If you use proper water, drain it out timely , Do not fully fill the tank , allow it to heat Even though I did not have any preset price tag in my mind but still going over 2500 would have definitely felt This iron is a complete package of all the individual features clubbed together in a decent right-performing way. Cloth iron vs. cloth iron.","['cable iron', 'durable cable', 'cable damage', 'insulating cable', 'plug iron']",3,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Xp77o+-YL._SX300_SY300_.jpg,https://www.amazon.in/Philips-GC1905-1440-Watt-Steam-Spray/dp/B008QTK47Q/ref=sr_1_47?qid=1672923592&s=kitchen&sr=1-47
B008YW3CYM,USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),DryIrons,"Good product for basic dry ironing and a must have for every house-hold. Temperature ccontrol is not Good Product in this price range. However, I recevied a bit damaged product at the handle. Th","['dry ironing', 'ironing better', 'ironing house', 'ironing', 'product handle']",4,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31R2gaVLwYL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Usha-EI-1602-1000-Watt-Lightweight/dp/B008YW3CYM/ref=sr_1_141?qid=1672923597&s=kitchen&sr=1-141
B008YW8M0G,"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",DryIrons,"I am used to Phillips for so long now, but the plate coating was gone,  causing damage, stains Product is good but price is much greater It's good.. Nice product. d in budget","['compared phillips', 'phillips good', 'used phillips', 'phillips pressing', 'reviews brand']",3,https://m.media-amazon.com/images/I/31DA6bcvbfL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-DX-1000-Watt-Dry-Iron/dp/B008YW8M0G/ref=sr_1_75?qid=1672923593&s=kitchen&sr=1-75
B00935MD1C,"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",Rice&PastaCookers,We are using it for cooking rice Its getting repair regularly Recently I buy new rice cooker it is average Excellent product,"['rice cooker', 'cooking rice', 'cooker', 'new rice', 'cooker average']",4,https://m.media-amazon.com/images/I/41f4XKOolpL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Prestige-PRWO-1-8-2-700-Watts-Aluminium/dp/B00935MD1C/ref=sr_1_149?qid=1672923597&s=kitchen&sr=1-149
B00935MGHS,"Prestige PSMFB 800 Watt Sandwich Toaster with Fixed Plates, Black",SandwichMakers,"Easy to use, easy to clean, there is no timer or power button to set timer or to on and Overall ok ok product When auto close system doesn't work than there is no use of this product. Like the","['timer toaster', 'toaster good', 'clean timer', 'toaster', 'timer']",3,https://m.media-amazon.com/images/I/4108k4zDdOL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Prestige-PSMFB-Sandwich-Toaster-Plates/dp/B00935MGHS/ref=sr_1_436?qid=1672923614&s=kitchen&sr=1-436
B009DA69W6,KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,WaterFilters&Purifiers,The filteration speed is slow. Installation is a bit tricky but can be done. This varient is fit,"['water filter', 'filter overall', 'filter small', 'easy install', 'product filter']",3,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31A-v4dVHmL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Gold-Optima-10-Litres-Non-electric-Purifier/dp/B009DA69W6/ref=sr_1_196?qid=1672923600&s=kitchen&sr=1-196
B009LJ2BXA,"Hp Wired On Ear Headphones With Mic With 3.5 Mm Drivers, In-Built Noise Cancelling, Foldable And Adjustable For Laptop/Pc/Office/Home/ 1 Year Warranty (B4B09Pa)",PCHeadsets,"No volume control or on/off button, comfortable to wear but not designed for comfort, clear sound, and Build quality and sound quality was good I bought it in october month but now is not wprking properly","['sound quality', 'quality sound', 'hp product', 'hp', 'home headphone']",3,https://m.media-amazon.com/images/I/31eE6slx4EL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-B4B09PA-Headphones-with-Mic/dp/B009LJ2BXA/ref=sr_1_361?qid=1672903013&s=computers&sr=1-361
B009P2L7CO,"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory",DryIrons,Two times works fine even after 4 months as of now going good. Good product. Weight is reduced a bit,"['product weight', 'product deliveredtwo', 'good product', 'damage product', 'weight reduced']",3,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/411ZPXAMTlL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-DHX-1000-Watt-Ivory-Color/dp/B009P2L7CO/ref=sr_1_222?qid=1672923603&s=kitchen&sr=1-222
B009P2LIL4,"Bajaj Majesty RX10 2000 Watts Heat Convector Room Heater (White, ISI Approved)",HeatConvectors,"Using after only 2 months, the front part of this bajaj rx10, room heater melt starting This Heater is good for a room with 10X10 ft dimension. The best part is 2 years warranty","['plastic', 'plastic cool', 'vertically plastic', 'plastic stool', 'heating']",2,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41qmt2a159L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-RX-10-2000-Watt-Convector/dp/B009P2LIL4/ref=sr_1_504?qid=1672923617&s=kitchen&sr=1-504
B009P2LITG,"Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White, ISI Approved)",ElectricHeaters,"The procduct is handy and light weight. Also you can use ti in bed easily. It's light weight ""I'm loving it. very penny. Hope its longevity is good. Good""","['available regulator', 'regulator', 'adjustment heat', 'fan speed', 'regulator available']",4,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Di52QEVdL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-RX-11-2000-Watt-Convector/dp/B009P2LITG/ref=sr_1_98?qid=1672923595&s=kitchen&sr=1-98
B009P2LK08,"Bajaj Minor 1000 Watts Radiant Room Heater (Steel, ISI Approved)",ElectricHeaters,"Good product Less heating according to the price. Works well, has been using it from a month for Bangalore like There is no temp control as it is not needed for 1000watt heaters. Doesnt get too much","['heaters amazon', '1000watt heaters', 'room heaters', 'heaters', 'heaters acha']",4,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41B-iX4Pf5L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-Minor-1000-Watt-Room-Heater/dp/B009P2LK08/ref=sr_1_57?qid=1672923593&s=kitchen&sr=1-57
B009P2LK80,"Bajaj Deluxe 2000 Watts Halogen Room Heater (Steel, ISI Approved), Multicolor",HalogenHeaters,"Product is very nice. But it has bigger socket plug which is not easly available in all the corners. Current was passing through its entire body, be it the front grill or the area near the handle in the back Homes with children needs to be extra protective. lug it from the power source first. Otherwise it can be Bajaj customer care number is given in pamphlet. ater one rod is not working then i call the","['bad heater', 'heater provides', 'heater', 'heaters requested', 'heaters']",3,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41WyoT08raL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-Delux-2000-Watt-Room-Heater/dp/B009P2LK80/ref=sr_1_103?qid=1672923596&s=kitchen&sr=1-103
B009UORDX4,"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1",DryIrons,today is last day. Overall good quality product. I trust the Philips iron and this has delivered as expected.,"['philips iron', 'heat speed', 'iron delivered', 'trust philips', 'overall good']",5,https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/41EK0QNFSUL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Philips-HI113-1000-Watt-Plastic-Coating/dp/B009UORDX4/ref=sr_1_319?qid=1672923609&s=kitchen&sr=1-319
B009VCGPSY,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)",Mice,"The mouse is decent for its price of 269. The size is a bit smaller so it will take time to This is a nice product in low cost. Given price, Better one definitely. Value for money.","['mouse decent', 'debian based', 'mouse handy', 'small mouse', 'mouse']",3,https://m.media-amazon.com/images/I/31plkeAvAQL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-X1000-Wired-Mouse-Black/dp/B009VCGPSY/ref=sr_1_22?qid=1672902995&s=computers&sr=1-22
B00A0VCJPI,"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Repeaters&Extenders,The wi-fi signal strength is good as extender but it reduces internet speed. Look and feel is good This device will supply only 2.4 ghz that means 5ghz will not be available in your room Product is ok but it's only for 2.4ghz mistakenly got it.  satisfactory service Working fine,"['india device', '5ghz available', 'dual band', 'supply ghzthat', '5ghz']",4,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21n1BGPOHBL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-TL-WA850RE-300Mbps-Universal-Extender/dp/B00A0VCJPI/ref=sr_1_127?qid=1672903001&s=computers&sr=1-127
B00A328ENA,"Panasonic SR-WA22H (E) Automatic Rice Cooker, Apple Green, 2.2 Liters",Rice&PastaCookers,"Extremely functional, excellent quality, easy to maintain, clean. Takes little space. Good Adequate and Great product...Go for it. Only single rice bowl comes with this product Good Nice to use , go and","['rice cooker', 'rice maker', 'cooker especially', 'rice bowl', 'single rice']",5,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/419H62Is66L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Panasonic-SR-WA22H-5-4-Litre-Automatic-Cooker/dp/B00A328ENA/ref=sr_1_349?qid=1672923610&s=kitchen&sr=1-349
B00A7PLVU6,Orpat HHB-100E WOB 250-Watt Hand Blender (White),HandBlenders,Speed is gud nd easy to handle Very useful Quality is okay for this price. Ok Good product Nice,"['speed gud', 'speed', 'useful quality', 'quality', 'nd easy']",4,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21OWOIM1wML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Orpat-HHB-100E-WOB-250-Watt-Blender/dp/B00A7PLVU6/ref=sr_1_104?qid=1672923596&s=kitchen&sr=1-104
B00ABMASXG,"Bajaj Immersion Rod Water Heater 1500 Watts, Silver",ImmersionRods,"The plug is not supported in the sockets which is used in our houses. Need to buy another socket of 16 Product is good, wire lenth and cord lenth are enough. Super easy to use but packing shi","['heater immersed', 'warm bucket', 'water getting', 'heater', 'bucket water']",3,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31Q16tE2voL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-1500-Watt-Immersion-Heater-Plug/dp/B00ABMASXG/ref=sr_1_38?qid=1672923592&s=kitchen&sr=1-38
B00AXHBBXU,"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",Scientific,Good I use this to solve my numericals and its good. Excellent tool for kids in learning A quality product,"['numericals good', 'numericals', 'excellent tool', 'solve numericals', 'good use']",5,https://m.media-amazon.com/images/I/41LcHKyVl9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Casio-Non-Programmable-Scientific-Calculator-Functions/dp/B00AXHBBXU/ref=sr_1_79?qid=1672902998&s=computers&sr=1-79
B00B3VFJY2,"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",WaterPurifierAccessories,For replacing battery of Purit 23 advanced water purifier. Got what i required. Good Very good I like,"['battery purit', 'replacing battery', 'water purifier', 'battery', 'purifier']",5,https://m.media-amazon.com/images/I/51G5KRUKOgL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HUL-Pureit-Germkill-Advanced-Purifier/dp/B00B3VFJY2/ref=sr_1_287?qid=1672923606&s=kitchen&sr=1-287
